flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,delaySum_ns,jitterSum_ns,timeFirstTxPacket,timeLastRxPacket,throughput_kbps,source,destination,protocol,sourcePort,destinationPort
1,2416,2416,7,7,0,333376000.0,37670400.0,1.0,1.22192,87.09444844989189,10.1.1.1,10.10.5.4,6,49153,8000
2,2416,2416,7,7,0,335048000.0,38414400.0,1.0,1.22231,86.9416580450722,10.2.1.1,10.10.5.4,6,49153,8000
3,2416,2416,7,7,0,336720000.0,39158400.0,1.0,1.22271,86.78550581473667,10.3.1.1,10.10.5.4,6,49153,8000
4,2416,2416,7,7,0,338392000.0,39902400.0,1.0,1.2231,86.63379650380992,10.4.1.1,10.10.5.4,6,49153,8000
5,2416,2416,7,7,0,340064000.0,40646400.0,1.0,1.2235,86.4787472035794,10.5.1.1,10.10.5.4,6,49153,8000
6,264,264,5,5,0,203062000.0,470400.0,1.04056,1.1814,14.99573984663447,10.10.5.4,10.1.1.1,6,8000,49153
7,264,264,5,5,0,203062000.0,470400.0,1.0406,1.18179,14.95856647071323,10.10.5.4,10.2.1.1,6,8000,49153
8,264,264,5,5,0,203062000.0,470400.0,1.04065,1.18219,14.921576939381094,10.10.5.4,10.3.1.1,6,8000,49153
9,264,264,5,5,0,203062000.0,470400.0,1.0407,1.18258,14.885819001973498,10.10.5.4,10.4.1.1,6,8000,49153
10,264,264,5,5,0,203062000.0,470400.0,1.04074,1.18298,14.848143982002258,10.10.5.4,10.5.1.1,6,8000,49153
11,2416,2416,7,7,0,334894000.0,39188800.0,1.1,1.32348,86.48648648648653,10.1.2.1,10.10.5.4,6,49153,8000
12,2416,2416,7,7,0,336566000.0,39932800.0,1.1,1.32387,86.33581989547505,10.2.2.1,10.10.5.4,6,49153,8000
13,2416,2416,7,7,0,338238000.0,40676800.0,1.1,1.32427,86.1818343960405,10.3.2.1,10.10.5.4,6,49153,8000
14,2416,2416,7,7,0,339910000.0,41420800.0,1.1,1.32466,86.03222647556314,10.4.2.1,10.10.5.4,6,49153,8000
15,2416,2416,7,7,0,341582000.0,42164800.0,1.1,1.32506,85.87932106993698,10.5.2.1,10.10.5.4,6,49153,8000
16,264,264,5,5,0,203102000.0,510400.0,1.14208,1.28296,14.991482112436104,10.10.5.4,10.1.2.1,6,8000,49153
17,264,264,5,5,0,203102000.0,510400.0,1.14212,1.28335,14.954329816611205,10.10.5.4,10.2.2.1,6,8000,49153
18,264,264,5,5,0,203102000.0,510400.0,1.14217,1.28375,14.917361209210336,10.10.5.4,10.3.2.1,6,8000,49153
19,264,264,5,5,0,203102000.0,510400.0,1.14221,1.28414,14.880574931304151,10.10.5.4,10.4.2.1,6,8000,49153
20,264,264,5,5,0,203102000.0,510400.0,1.14226,1.28454,14.843969637334835,10.10.5.4,10.5.2.1,6,8000,49153
21,2416,2416,7,7,0,333376000.0,37670400.0,1.2,1.42192,87.0944484498918,10.1.3.1,10.10.5.4,6,49153,8000
22,2416,2416,7,7,0,335048000.0,38414400.0,1.2,1.42231,86.9416580450722,10.2.3.1,10.10.5.4,6,49153,8000
23,2416,2416,7,7,0,336720000.0,39158400.0,1.2,1.42271,86.78550581473667,10.3.3.1,10.10.5.4,6,49153,8000
24,2416,2416,7,7,0,338392000.0,39902400.0,1.2,1.4231,86.63379650380992,10.4.3.1,10.10.5.4,6,49153,8000
25,2416,2416,7,7,0,340064000.0,40646400.0,1.2,1.4235,86.4787472035794,10.5.3.1,10.10.5.4,6,49153,8000
26,264,264,5,5,0,203062000.0,470400.0,1.24056,1.3814,14.995739846634494,10.10.5.4,10.1.3.1,6,8000,49153
27,264,264,5,5,0,203062000.0,470400.0,1.2406,1.38179,14.958566470713208,10.10.5.4,10.2.3.1,6,8000,49153
28,264,264,5,5,0,203062000.0,470400.0,1.24065,1.38219,14.921576939381094,10.10.5.4,10.3.3.1,6,8000,49153
29,264,264,5,5,0,203062000.0,470400.0,1.2407,1.38258,14.885819001973498,10.10.5.4,10.4.3.1,6,8000,49153
30,264,264,5,5,0,203062000.0,470400.0,1.24074,1.38298,14.848143982002235,10.10.5.4,10.5.3.1,6,8000,49153
31,2416,2416,7,7,0,334894000.0,39188800.0,1.3,1.52348,86.48648648648653,10.1.4.1,10.10.5.4,6,49153,8000
32,2416,2416,7,7,0,336566000.0,39932800.0,1.3,1.52387,86.33581989547505,10.2.4.1,10.10.5.4,6,49153,8000
33,2416,2416,7,7,0,338238000.0,40676800.0,1.3,1.52427,86.1818343960405,10.3.4.1,10.10.5.4,6,49153,8000
34,2416,2416,7,7,0,339910000.0,41420800.0,1.3,1.52466,86.03222647556314,10.4.4.1,10.10.5.4,6,49153,8000
35,2416,2416,7,7,0,341582000.0,42164800.0,1.3,1.52506,85.87932106993689,10.5.4.1,10.10.5.4,6,49153,8000
36,264,264,5,5,0,203102000.0,510400.0,1.34208,1.48296,14.991482112436104,10.10.5.4,10.1.4.1,6,8000,49153
37,264,264,5,5,0,203102000.0,510400.0,1.34212,1.48335,14.954329816611205,10.10.5.4,10.2.4.1,6,8000,49153
38,264,264,5,5,0,203102000.0,510400.0,1.34217,1.48375,14.91736120921036,10.10.5.4,10.3.4.1,6,8000,49153
39,264,264,5,5,0,203102000.0,510400.0,1.34221,1.48414,14.880574931304151,10.10.5.4,10.4.4.1,6,8000,49153
40,264,264,5,5,0,203102000.0,510400.0,1.34226,1.48454,14.843969637334835,10.10.5.4,10.5.4.1,6,8000,49153
41,2416,2416,7,7,0,333376000.0,37670400.0,1.4,1.62192,87.0944484498918,10.1.5.1,10.10.5.4,6,49153,8000
42,2416,2416,7,7,0,335048000.0,38414400.0,1.4,1.62231,86.9416580450722,10.2.5.1,10.10.5.4,6,49153,8000
43,2416,2416,7,7,0,336720000.0,39158400.0,1.4,1.62271,86.78550581473658,10.3.5.1,10.10.5.4,6,49153,8000
44,2416,2416,7,7,0,338392000.0,39902400.0,1.4,1.6231,86.63379650380992,10.4.5.1,10.10.5.4,6,49153,8000
45,2416,2416,7,7,0,340064000.0,40646400.0,1.4,1.6235,86.4787472035794,10.5.5.1,10.10.5.4,6,49153,8000
46,264,264,5,5,0,203062000.0,470400.0,1.44056,1.5814,14.995739846634494,10.10.5.4,10.1.5.1,6,8000,49153
47,264,264,5,5,0,203062000.0,470400.0,1.4406,1.58179,14.95856647071323,10.10.5.4,10.2.5.1,6,8000,49153
48,264,264,5,5,0,203062000.0,470400.0,1.44065,1.58219,14.921576939381094,10.10.5.4,10.3.5.1,6,8000,49153
49,264,264,5,5,0,203062000.0,470400.0,1.4407,1.58258,14.885819001973498,10.10.5.4,10.4.5.1,6,8000,49153
50,264,264,5,5,0,203062000.0,470400.0,1.44074,1.58298,14.848143982002235,10.10.5.4,10.5.5.1,6,8000,49153
51,2416,2416,7,7,0,334894000.0,39188800.0,1.5,1.72348,86.48648648648653,10.1.6.1,10.10.5.4,6,49153,8000
52,2416,2416,7,7,0,336566000.0,39932800.0,1.5,1.72387,86.33581989547505,10.2.6.1,10.10.5.4,6,49153,8000
53,2416,2416,7,7,0,338238000.0,40676800.0,1.5,1.72427,86.1818343960405,10.3.6.1,10.10.5.4,6,49153,8000
54,2416,2416,7,7,0,339910000.0,41420800.0,1.5,1.72466,86.03222647556304,10.4.6.1,10.10.5.4,6,49153,8000
55,2416,2416,7,7,0,341582000.0,42164800.0,1.5,1.72506,85.87932106993689,10.5.6.1,10.10.5.4,6,49153,8000
56,264,264,5,5,0,203102000.0,510400.0,1.54208,1.68296,14.991482112436104,10.10.5.4,10.1.6.1,6,8000,49153
57,264,264,5,5,0,203102000.0,510400.0,1.54212,1.68335,14.954329816611205,10.10.5.4,10.2.6.1,6,8000,49153
58,264,264,5,5,0,203102000.0,510400.0,1.54217,1.68375,14.917361209210336,10.10.5.4,10.3.6.1,6,8000,49153
59,264,264,5,5,0,203102000.0,510400.0,1.54221,1.68414,14.880574931304174,10.10.5.4,10.4.6.1,6,8000,49153
60,264,264,5,5,0,203102000.0,510400.0,1.54226,1.68454,14.843969637334835,10.10.5.4,10.5.6.1,6,8000,49153
61,2416,2416,7,7,0,333376000.0,37670400.0,1.6,1.82192,87.09444844989189,10.1.7.1,10.10.5.4,6,49153,8000
62,2416,2416,7,7,0,335048000.0,38414400.0,1.6,1.82231,86.9416580450722,10.2.7.1,10.10.5.4,6,49153,8000
63,2416,2416,7,7,0,336720000.0,39158400.0,1.6,1.82271,86.78550581473667,10.3.7.1,10.10.5.4,6,49153,8000
64,2416,2416,7,7,0,338392000.0,39902400.0,1.6,1.8231,86.63379650381,10.4.7.1,10.10.5.4,6,49153,8000
65,2416,2416,7,7,0,340064000.0,40646400.0,1.6,1.8235,86.4787472035795,10.5.7.1,10.10.5.4,6,49153,8000
66,264,264,5,5,0,203062000.0,470400.0,1.64056,1.7814,14.99573984663447,10.10.5.4,10.1.7.1,6,8000,49153
67,264,264,5,5,0,203062000.0,470400.0,1.6406,1.78179,14.95856647071323,10.10.5.4,10.2.7.1,6,8000,49153
68,264,264,5,5,0,203062000.0,470400.0,1.64065,1.78219,14.921576939381094,10.10.5.4,10.3.7.1,6,8000,49153
69,264,264,5,5,0,203062000.0,470400.0,1.6407,1.78258,14.885819001973498,10.10.5.4,10.4.7.1,6,8000,49153
70,264,264,5,5,0,203062000.0,470400.0,1.64074,1.78298,14.848143982002258,10.10.5.4,10.5.7.1,6,8000,49153
71,2416,2416,7,7,0,334894000.0,39188800.0,1.7,1.92348,86.48648648648644,10.1.8.1,10.10.5.4,6,49153,8000
72,2416,2416,7,7,0,336566000.0,39932800.0,1.7,1.92387,86.33581989547505,10.2.8.1,10.10.5.4,6,49153,8000
73,2416,2416,7,7,0,338238000.0,40676800.0,1.7,1.92427,86.1818343960405,10.3.8.1,10.10.5.4,6,49153,8000
74,2416,2416,7,7,0,339910000.0,41420800.0,1.7,1.92466,86.03222647556304,10.4.8.1,10.10.5.4,6,49153,8000
75,2416,2416,7,7,0,341582000.0,42164800.0,1.7,1.92506,85.87932106993689,10.5.8.1,10.10.5.4,6,49153,8000
76,264,264,5,5,0,203102000.0,510400.0,1.74208,1.88296,14.99148211243613,10.10.5.4,10.1.8.1,6,8000,49153
77,264,264,5,5,0,203102000.0,510400.0,1.74212,1.88335,14.954329816611182,10.10.5.4,10.2.8.1,6,8000,49153
78,264,264,5,5,0,203102000.0,510400.0,1.74217,1.88375,14.917361209210336,10.10.5.4,10.3.8.1,6,8000,49153
79,264,264,5,5,0,203102000.0,510400.0,1.74221,1.88414,14.880574931304174,10.10.5.4,10.4.8.1,6,8000,49153
80,264,264,5,5,0,203102000.0,510400.0,1.74226,1.88454,14.843969637334816,10.10.5.4,10.5.8.1,6,8000,49153
81,2416,2416,7,7,0,333376000.0,37670400.0,1.8,2.02192,87.0944484498918,10.1.9.1,10.10.5.4,6,49153,8000
82,2416,2416,7,7,0,335048000.0,38414400.0,1.8,2.02231,86.9416580450722,10.2.9.1,10.10.5.4,6,49153,8000
83,2416,2416,7,7,0,336720000.0,39158400.0,1.8,2.02271,86.78550581473667,10.3.9.1,10.10.5.4,6,49153,8000
84,2416,2416,7,7,0,338392000.0,39902400.0,1.8,2.0231,86.63379650381,10.4.9.1,10.10.5.4,6,49153,8000
85,2416,2416,7,7,0,340064000.0,40646400.0,1.8,2.0235,86.4787472035795,10.5.9.1,10.10.5.4,6,49153,8000
86,264,264,5,5,0,203062000.0,470400.0,1.84056,1.9814,14.99573984663447,10.10.5.4,10.1.9.1,6,8000,49153
87,264,264,5,5,0,203062000.0,470400.0,1.8406,1.98179,14.95856647071323,10.10.5.4,10.2.9.1,6,8000,49153
88,264,264,5,5,0,203062000.0,470400.0,1.84065,1.98219,14.921576939381094,10.10.5.4,10.3.9.1,6,8000,49153
89,264,264,5,5,0,203062000.0,470400.0,1.8407,1.98258,14.885819001973498,10.10.5.4,10.4.9.1,6,8000,49153
90,264,264,5,5,0,203062000.0,470400.0,1.84074,1.98298,14.848143982002258,10.10.5.4,10.5.9.1,6,8000,49153
91,2416,2416,7,7,0,334894000.0,39188800.0,1.9,2.12348,86.48648648648653,10.1.10.1,10.10.5.4,6,49153,8000
92,2416,2416,7,7,0,336566000.0,39932800.0,1.9,2.12387,86.33581989547497,10.2.10.1,10.10.5.4,6,49153,8000
93,2416,2416,7,7,0,338238000.0,40676800.0,1.9,2.12427,86.18183439604041,10.3.10.1,10.10.5.4,6,49153,8000
94,2416,2416,7,7,0,339910000.0,41420800.0,1.9,2.12466,86.03222647556304,10.4.10.1,10.10.5.4,6,49153,8000
95,2416,2416,7,7,0,341582000.0,42164800.0,1.9,2.12506,85.87932106993689,10.5.10.1,10.10.5.4,6,49153,8000
96,264,264,5,5,0,203102000.0,510400.0,1.94208,2.08296,14.99148211243613,10.10.5.4,10.1.10.1,6,8000,49153
97,264,264,5,5,0,203102000.0,510400.0,1.94212,2.08335,14.95432981661123,10.10.5.4,10.2.10.1,6,8000,49153
98,264,264,5,5,0,203102000.0,510400.0,1.94217,2.08375,14.917361209210313,10.10.5.4,10.3.10.1,6,8000,49153
99,264,264,5,5,0,203102000.0,510400.0,1.94221,2.08414,14.880574931304151,10.10.5.4,10.4.10.1,6,8000,49153
100,264,264,5,5,0,203102000.0,510400.0,1.94226,2.08454,14.843969637334835,10.10.5.4,10.5.10.1,6,8000,49153
101,2416,2416,7,7,0,334235000.0,39345600.0,2.0,2.22278,86.75823682556775,10.1.1.1,10.10.5.4,6,49154,8001
102,2416,2416,7,7,0,343045000.0,44008000.0,2.0,2.2252,85.82593250444047,10.1.11.1,10.10.5.4,6,49153,8000
103,2416,2416,7,7,0,336357000.0,41032000.0,2.0,2.22362,86.43234057776588,10.2.1.1,10.10.5.4,6,49154,8001
104,2416,2416,7,7,0,344717000.0,44752000.0,2.0,2.2256,85.67375886524822,10.2.11.1,10.10.5.4,6,49153,8000
105,2416,2416,7,7,0,338029000.0,41776000.0,2.0,2.22402,86.27801089188469,10.3.1.1,10.10.5.4,6,49154,8001
106,2416,2416,7,7,0,346389000.0,45496000.0,2.0,2.22599,85.52590822602772,10.3.11.1,10.10.5.4,6,49153,8000
107,2416,2416,7,7,0,339701000.0,42520000.0,2.0,2.22441,86.1280691591283,10.4.1.1,10.10.5.4,6,49154,8001
108,2416,2416,7,7,0,348061000.0,46240000.0,2.0,2.22639,85.37479570652418,10.4.11.1,10.10.5.4,6,49153,8000
109,2416,2416,7,7,0,341373000.0,43264000.0,2.0,2.22481,85.974823184022,10.5.1.1,10.10.5.4,6,49154,8001
110,2416,2416,7,7,0,349733000.0,46984000.0,2.0,2.22678,85.22797424816996,10.5.11.1,10.10.5.4,6,49153,8000
111,264,264,5,5,0,203062000.0,470400.0,2.04056,2.18224,14.906832298136642,10.10.5.4,10.1.1.1,6,8001,49154
112,264,264,5,5,0,203062000.0,470400.0,2.0406,2.1831,14.821052631578942,10.10.5.4,10.2.1.1,6,8001,49154
113,264,264,5,5,0,203062000.0,470400.0,2.04065,2.1835,14.784739236961833,10.10.5.4,10.3.1.1,6,8001,49154
114,264,264,5,5,0,203062000.0,470400.0,2.0407,2.18389,14.749633354284546,10.10.5.4,10.4.1.1,6,8001,49154
115,264,264,5,5,0,203062000.0,470400.0,2.04074,2.18429,14.712643678160935,10.10.5.4,10.5.1.1,6,8001,49154
116,264,264,5,5,0,203062000.0,470400.0,2.04079,2.18468,14.677878935297766,10.10.5.4,10.1.11.1,6,8000,49153
117,264,264,5,5,0,203062000.0,470400.0,2.04084,2.18508,14.642262895174717,10.10.5.4,10.2.11.1,6,8000,49153
118,264,264,5,5,0,203062000.0,470400.0,2.04088,2.18547,14.60681928210803,10.10.5.4,10.3.11.1,6,8000,49153
119,264,264,5,5,0,203062000.0,470400.0,2.04093,2.18587,14.571546846971154,10.10.5.4,10.4.11.1,6,8000,49153
120,264,264,5,5,0,203062000.0,470400.0,2.04097,2.18626,14.53644435267399,10.10.5.4,10.5.11.1,6,8000,49153
121,2416,2416,7,7,0,335467000.0,41070400.0,2.1,2.32405,86.2664583798259,10.1.2.1,10.10.5.4,6,49154,8001
122,2416,2416,7,7,0,344245000.0,44929600.0,2.1,2.32602,85.51455623396156,10.1.12.1,10.10.5.4,6,49153,8000
123,2416,2416,7,7,0,337139000.0,41814400.0,2.1,2.32444,86.11655676350028,10.2.2.1,10.10.5.4,6,49154,8001
124,2416,2416,7,7,0,345778000.0,45627200.0,2.1,2.32642,85.36348379118449,10.2.12.1,10.10.5.4,6,49153,8000
125,2416,2416,7,7,0,338672000.0,42512000.0,2.1,2.32484,85.9633517167764,10.3.2.1,10.10.5.4,6,49154,8001
126,2416,2416,7,7,0,347310000.0,46324800.0,2.1,2.32681,85.21670120365066,10.3.12.1,10.10.5.4,6,49153,8000
127,2416,2416,7,7,0,340205000.0,43209600.0,2.1,2.32523,85.81450073258453,10.4.2.1,10.10.5.4,6,49154,8001
128,2416,2416,7,7,0,348880000.0,46948800.0,2.1,2.32721,85.06667840323932,10.4.12.1,10.10.5.4,6,49153,8000
129,2416,2416,7,7,0,341778000.0,43827200.0,2.1,2.32563,85.66236759296201,10.5.2.1,10.10.5.4,6,49154,8001
130,2416,2416,7,7,0,350549000.0,47699200.0,2.1,2.3276,84.9209138840071,10.5.12.1,10.10.5.4,6,49153,8000
131,264,264,5,5,0,203102000.0,510400.0,2.14134,2.28353,14.853365215556668,10.10.5.4,10.1.2.1,6,8001,49154
132,264,264,5,5,0,203102000.0,510400.0,2.14139,2.28392,14.817933066722768,10.10.5.4,10.2.2.1,6,8001,49154
133,264,264,5,5,0,203102000.0,510400.0,2.14143,2.28551,14.65852304275405,10.10.5.4,10.1.12.1,6,8000,49153
134,264,264,5,5,0,203102000.0,510400.0,2.14148,2.28432,14.785774292915141,10.10.5.4,10.3.2.1,6,8001,49154
135,264,264,5,5,0,203102000.0,510400.0,2.14152,2.2859,14.62806482892368,10.10.5.4,10.2.12.1,6,8000,49153
136,264,264,5,5,0,203102000.0,510400.0,2.14157,2.28472,14.75375480265457,10.10.5.4,10.4.2.1,6,8001,49154
137,264,264,5,5,0,203102000.0,510400.0,2.14162,2.2863,14.597732927840736,10.10.5.4,10.3.12.1,6,8000,49153
138,264,264,5,5,0,203102000.0,510400.0,2.14166,2.28511,14.722899965144641,10.10.5.4,10.5.2.1,6,8001,49154
139,264,264,5,5,0,203102000.0,510400.0,2.14171,2.28669,14.567526555386916,10.10.5.4,10.4.12.1,6,8000,49153
140,264,264,5,5,0,203102000.0,510400.0,2.14176,2.28709,14.53244340466525,10.10.5.4,10.5.12.1,6,8000,49153
141,2416,2416,7,7,0,335894000.0,41497600.0,2.2,2.42444,86.11655676350028,10.1.3.1,10.10.5.4,6,49154,8001
142,2416,2416,7,7,0,344254000.0,45217600.0,2.2,2.42641,85.36725409655051,10.1.13.1,10.10.5.4,6,49153,8000
143,2416,2416,7,7,0,337566000.0,42241600.0,2.2,2.42483,85.96717519903932,10.2.3.1,10.10.5.4,6,49154,8001
144,2416,2416,7,7,0,345926000.0,45961600.0,2.2,2.42681,85.21670120365066,10.2.13.1,10.10.5.4,6,49153,8000
145,2416,2416,7,7,0,339238000.0,42985600.0,2.2,2.42523,85.81450073258453,10.3.3.1,10.10.5.4,6,49154,8001
146,2416,2416,7,7,0,347598000.0,46705600.0,2.2,2.4272,85.07042253521132,10.3.13.1,10.10.5.4,6,49153,8000
147,2416,2416,7,7,0,340910000.0,43729600.0,2.2,2.42562,85.66616434713245,10.4.3.1,10.10.5.4,6,49154,8001
148,2416,2416,7,7,0,349270000.0,47449600.0,2.2,2.4276,84.9209138840071,10.4.13.1,10.10.5.4,6,49153,8000
149,2416,2416,7,7,0,342582000.0,44473600.0,2.2,2.42602,85.51455623396173,10.5.3.1,10.10.5.4,6,49154,8001
150,2416,2416,7,7,0,350942000.0,48193600.0,2.2,2.42799,84.77564805473935,10.5.13.1,10.10.5.4,6,49153,8000
151,264,264,5,5,0,203062000.0,470400.0,2.24177,2.38392,14.857544846992614,10.10.5.4,10.1.3.1,6,8001,49154
152,264,264,5,5,0,203062000.0,470400.0,2.24181,2.38431,14.821052631578942,10.10.5.4,10.2.3.1,6,8001,49154
153,264,264,5,5,0,203062000.0,470400.0,2.24186,2.38471,14.784739236961833,10.10.5.4,10.3.3.1,6,8001,49154
154,264,264,5,5,0,203062000.0,470400.0,2.24191,2.3851,14.749633354284503,10.10.5.4,10.4.3.1,6,8001,49154
155,264,264,5,5,0,203062000.0,470400.0,2.24195,2.3855,14.712643678160935,10.10.5.4,10.5.3.1,6,8001,49154
156,264,264,5,5,0,203062000.0,470400.0,2.242,2.38589,14.677878935297812,10.10.5.4,10.1.13.1,6,8000,49153
157,264,264,5,5,0,203062000.0,470400.0,2.24204,2.38629,14.641247833622185,10.10.5.4,10.2.13.1,6,8000,49153
158,264,264,5,5,0,203062000.0,470400.0,2.24209,2.38668,14.60681928210803,10.10.5.4,10.3.13.1,6,8000,49153
159,264,264,5,5,0,203062000.0,470400.0,2.24214,2.38708,14.571546846971154,10.10.5.4,10.4.13.1,6,8000,49153
160,264,264,5,5,0,203062000.0,470400.0,2.24218,2.38747,14.536444352673948,10.10.5.4,10.5.13.1,6,8000,49153
161,2416,2416,7,7,0,336282000.0,41884800.0,2.3,2.52482,85.97099902143928,10.1.4.1,10.10.5.4,6,49154,8001
162,2416,2416,7,7,0,344642000.0,45604800.0,2.3,2.5268,85.22045855379177,10.1.14.1,10.10.5.4,6,49153,8000
163,2416,2416,7,7,0,337954000.0,42628800.0,2.3,2.52522,85.81831098481477,10.2.4.1,10.10.5.4,6,49154,8001
164,2416,2416,7,7,0,346314000.0,46348800.0,2.3,2.52719,85.07416699678674,10.2.14.1,10.10.5.4,6,49153,8000
165,2416,2416,7,7,0,339626000.0,43372800.0,2.3,2.52561,85.6699614378795,10.3.4.1,10.10.5.4,6,49154,8001
166,2416,2416,7,7,0,347986000.0,47092800.0,2.3,2.52759,84.92464519530729,10.3.14.1,10.10.5.4,6,49153,8000
167,2416,2416,7,7,0,341298000.0,44116800.0,2.3,2.52601,85.51833989646474,10.4.4.1,10.10.5.4,6,49154,8001
168,2416,2416,7,7,0,349658000.0,47836800.0,2.3,2.52798,84.77936661110621,10.4.14.1,10.10.5.4,6,49153,8000
169,2416,2416,7,7,0,342970000.0,44860800.0,2.3,2.5264,85.37102473498219,10.5.4.1,10.10.5.4,6,49154,8001
170,2416,2416,7,7,0,351330000.0,48580800.0,2.3,2.52838,84.63087836062702,10.5.14.1,10.10.5.4,6,49153,8000
171,264,264,5,5,0,203062000.0,470400.0,2.34215,2.4843,14.857544846992614,10.10.5.4,10.1.4.1,6,8001,49154
172,264,264,5,5,0,203062000.0,470400.0,2.3422,2.4847,14.821052631578942,10.10.5.4,10.2.4.1,6,8001,49154
173,264,264,5,5,0,203062000.0,470400.0,2.34225,2.48509,14.785774292915141,10.10.5.4,10.3.4.1,6,8001,49154
174,264,264,5,5,0,203062000.0,470400.0,2.34229,2.48549,14.748603351955332,10.10.5.4,10.4.4.1,6,8001,49154
175,264,264,5,5,0,203062000.0,470400.0,2.34234,2.48588,14.71366866378712,10.10.5.4,10.5.4.1,6,8001,49154
176,264,264,5,5,0,203062000.0,470400.0,2.34239,2.48628,14.677878935297812,10.10.5.4,10.1.14.1,6,8000,49153
177,264,264,5,5,0,203062000.0,470400.0,2.34243,2.48668,14.641247833622185,10.10.5.4,10.2.14.1,6,8000,49153
178,264,264,5,5,0,203062000.0,470400.0,2.34248,2.48707,14.60681928210803,10.10.5.4,10.3.14.1,6,8000,49153
179,264,264,5,5,0,203062000.0,470400.0,2.34252,2.48747,14.570541566057248,10.10.5.4,10.4.14.1,6,8000,49153
180,264,264,5,5,0,203062000.0,470400.0,2.34257,2.48786,14.536444352673948,10.10.5.4,10.5.14.1,6,8000,49153
181,2416,2416,7,7,0,336669000.0,42272000.0,2.4,2.62521,85.82212157541845,10.1.5.1,10.10.5.4,6,49154,8001
182,2416,2416,7,7,0,345029000.0,45992000.0,2.4,2.62719,85.07416699678674,10.1.15.1,10.10.5.4,6,49153,8000
183,2416,2416,7,7,0,338341000.0,43016000.0,2.4,2.6256,85.67375886524822,10.2.5.1,10.10.5.4,6,49154,8001
184,2416,2416,7,7,0,346701000.0,46736000.0,2.4,2.62758,84.92837683451968,10.2.15.1,10.10.5.4,6,49153,8000
185,2416,2416,7,7,0,340013000.0,43760000.0,2.4,2.626,85.52212389380531,10.3.5.1,10.10.5.4,6,49154,8001
186,2416,2416,7,7,0,348373000.0,47480000.0,2.4,2.62798,84.77936661110621,10.3.15.1,10.10.5.4,6,49153,8000
187,2416,2416,7,7,0,341685000.0,44504000.0,2.4,2.6264,85.37102473498236,10.4.5.1,10.10.5.4,6,49154,8001
188,2416,2416,7,7,0,350045000.0,48224000.0,2.4,2.62837,84.63458422735037,10.4.15.1,10.10.5.4,6,49153,8000
189,2416,2416,7,7,0,343357000.0,45248000.0,2.4,2.62679,85.22421623528363,10.5.5.1,10.10.5.4,6,49154,8001
190,2416,2416,7,7,0,351717000.0,48968000.0,2.4,2.62877,84.48660226428294,10.5.15.1,10.10.5.4,6,49153,8000
191,264,264,5,5,0,203062000.0,470400.0,2.44254,2.58469,14.857544846992614,10.10.5.4,10.1.5.1,6,8001,49154
192,264,264,5,5,0,203062000.0,470400.0,2.44259,2.58509,14.821052631578942,10.10.5.4,10.2.5.1,6,8001,49154
193,264,264,5,5,0,203062000.0,470400.0,2.44263,2.58548,14.784739236961833,10.10.5.4,10.3.5.1,6,8001,49154
194,264,264,5,5,0,203062000.0,470400.0,2.44268,2.58588,14.748603351955332,10.10.5.4,10.4.5.1,6,8001,49154
195,264,264,5,5,0,203062000.0,470400.0,2.44273,2.58627,14.71366866378712,10.10.5.4,10.5.5.1,6,8001,49154
196,264,264,5,5,0,203062000.0,470400.0,2.44277,2.58667,14.676858929812377,10.10.5.4,10.1.15.1,6,8000,49153
197,264,264,5,5,0,203062000.0,470400.0,2.44282,2.58706,14.642262895174717,10.10.5.4,10.2.15.1,6,8000,49153
198,264,264,5,5,0,203062000.0,470400.0,2.44287,2.58746,14.60681928210803,10.10.5.4,10.3.15.1,6,8000,49153
199,264,264,5,5,0,203062000.0,470400.0,2.44291,2.58785,14.571546846971154,10.10.5.4,10.4.15.1,6,8000,49153
200,264,264,5,5,0,203062000.0,470400.0,2.44296,2.58825,14.536444352673948,10.10.5.4,10.5.15.1,6,8000,49153
201,2416,2416,7,7,0,337056000.0,42659200.0,2.5,2.7256,85.67375886524822,10.1.6.1,10.10.5.4,6,49154,8001
202,2416,2416,7,7,0,345416000.0,46379200.0,2.5,2.72757,84.93210880168738,10.1.16.1,10.10.5.4,6,49153,8000
203,2416,2416,7,7,0,338728000.0,43403200.0,2.5,2.72599,85.52590822602772,10.2.6.1,10.10.5.4,6,49154,8001
204,2416,2416,7,7,0,347088000.0,47123200.0,2.5,2.72797,84.78308549370531,10.2.16.1,10.10.5.4,6,49153,8000
205,2416,2416,7,7,0,340400000.0,44147200.0,2.5,2.72639,85.37479570652418,10.3.6.1,10.10.5.4,6,49154,8001
206,2416,2416,7,7,0,348760000.0,47867200.0,2.5,2.72836,84.63829041863728,10.3.16.1,10.10.5.4,6,49153,8000
207,2416,2416,7,7,0,342072000.0,44891200.0,2.5,2.72678,85.22797424816996,10.4.6.1,10.10.5.4,6,49154,8001
208,2416,2416,7,7,0,350432000.0,48611200.0,2.5,2.72876,84.49029550620743,10.4.16.1,10.10.5.4,6,49153,8000
209,2416,2416,7,7,0,343744000.0,45635200.0,2.5,2.72718,85.07791178800946,10.5.6.1,10.10.5.4,6,49154,8001
210,2416,2416,7,7,0,352104000.0,49355200.0,2.5,2.72915,84.3464979271219,10.5.16.1,10.10.5.4,6,49153,8000
